station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
Independence Creek,CA,39.49,-120.28,1967.8,20170107,23.36,41.72,35.06,,,,,17.9921357,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170108,34.52,45.32,39.92,,,,,14.0157556,3.90157691
Independence Creek,CA,39.49,-120.28,1967.8,20170109,28.04,38.3,31.82,,,,,24.015761,0.90157529
Independence Creek,CA,39.49,-120.28,1967.8,20170110,31.46,34.34,32.72,,,,,39.0157691,1.70078832
Independence Creek,CA,39.49,-120.28,1967.8,20170111,19.58,33.8,28.58,,,,,37.9921465,0.50000027
Independence Creek,CA,39.49,-120.28,1967.8,20170112,17.6,32.18,25.34,,,,,39.0157691,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170113,24.08,33.08,26.78,,,,,35.9842714,0
Independence Creek,CA,39.49,-120.28,1967.8,20170114,23.9,30.56,25.88,,,,,35.0000189,0
Independence Creek,CA,39.49,-120.28,1967.8,20170115,13.46,32.36,23.18,,,,,34.0157664,0
Independence Creek,CA,39.49,-120.28,1967.8,20170116,10.22,34.7,22.28,,,,,32.9921438,0
Independence Creek,CA,39.49,-120.28,1967.8,20170117,14.54,38.48,26.96,,,,,32.9921438,0
Independence Creek,CA,39.49,-120.28,1967.8,20170118,31.46,39.56,34.52,,,,,34.0157664,0.59842552
Independence Creek,CA,39.49,-120.28,1967.8,20170119,27.5,36.5,30.2,,,,,40.9842741,0.70078778
Independence Creek,CA,39.49,-120.28,1967.8,20170120,24.26,33.44,28.58,,,,,45.9842768,0.59842552
Independence Creek,CA,39.49,-120.28,1967.8,20170121,25.16,34.7,28.4,,,,,47.0078994,0.40157502
Independence Creek,CA,39.49,-120.28,1967.8,20170122,25.34,33.98,29.3,,,,,57.0079048,1.2992133
Independence Creek,CA,39.49,-120.28,1967.8,20170123,10.04,31.46,21.2,,,,,54.0157772,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170124,7.88,33.44,19.4,,,,,52.0079021,0
Independence Creek,CA,39.49,-120.28,1967.8,20170125,3.74,31.64,18.32,,,,,49.0157745,0
Independence Creek,CA,39.49,-120.28,1967.8,20170126,14.36,33.62,22.82,,,,,49.0157745,0
Independence Creek,CA,39.49,-120.28,1967.8,20170127,6.98,38.12,19.58,,,,,47.0078994,0
Independence Creek,CA,39.49,-120.28,1967.8,20170128,6.62,41.36,21.74,,,,,45.9842768,0
Independence Creek,CA,39.49,-120.28,1967.8,20170129,13.1,46.04,27.5,,,,,45.9842768,0
Independence Creek,CA,39.49,-120.28,1967.8,20170130,18.32,49.1,30.02,,,,,45.0000243,0
Independence Creek,CA,39.49,-120.28,1967.8,20170131,19.4,53.96,32.54,,,,,44.0157718,0
Independence Creek,CA,39.49,-120.28,1967.8,20170201,21.92,48.38,34.7,,,,,42.9921492,0
Independence Creek,CA,39.49,-120.28,1967.8,20170202,30.56,41.72,36.68,,,,,42.0078967,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170203,33.44,40.1,35.96,,,,,45.9842768,0.50000027
Independence Creek,CA,39.49,-120.28,1967.8,20170204,33.98,40.1,35.96,,,,,44.0157718,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170205,30.56,46.04,36.32,,,,,45.9842768,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170206,33.08,39.74,35.42,,,,,49.0157745,0.59842552
Independence Creek,CA,39.49,-120.28,1967.8,20170207,34.34,43.16,39.74,,,,,42.9921492,1.70078832
Independence Creek,CA,39.49,-120.28,1967.8,20170208,35.06,46.94,42.62,,,,,40.0000216,1.59842606
Independence Creek,CA,39.49,-120.28,1967.8,20170209,33.98,46.58,39.92,,,,,37.9921465,2.09842633
Independence Creek,CA,39.49,-120.28,1967.8,20170210,23,39.02,33.44,,,,,40.0000216,1.09842579
Independence Creek,CA,39.49,-120.28,1967.8,20170211,21.38,39.38,30.92,,,,,39.0157691,0
Independence Creek,CA,39.49,-120.28,1967.8,20170212,16.88,42.62,29.66,,,,,39.0157691,0
Independence Creek,CA,39.49,-120.28,1967.8,20170213,18.32,45.5,30.56,,,,,39.0157691,0
Independence Creek,CA,39.49,-120.28,1967.8,20170214,17.78,51.44,32.18,,,,,37.9921465,0
Independence Creek,CA,39.49,-120.28,1967.8,20170215,24.62,53.06,39.92,,,,,37.007894,0
Independence Creek,CA,39.49,-120.28,1967.8,20170216,32.9,46.58,37.4,,,,,37.9921465,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170217,31.1,34.7,32.9,,,,,44.0157718,0.59842552
Independence Creek,CA,39.49,-120.28,1967.8,20170218,30.92,40.46,35.24,,,,,40.9842741,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170219,26.6,39.92,34.34,,,,,40.9842741,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170220,33.44,37.58,34.88,,,,,50.000027,2.20078859
Independence Creek,CA,39.49,-120.28,1967.8,20170221,28.94,35.78,31.28,,,,,62.0079075,1.79921357
Independence Creek,CA,39.49,-120.28,1967.8,20170222,15.8,33.26,24.26,,,,,60.9842849,0
Independence Creek,CA,39.49,-120.28,1967.8,20170223,10.4,28.04,18.86,,,,,59.0157799,0
Independence Creek,CA,39.49,-120.28,1967.8,20170224,-2.56,31.46,15.26,,,,,57.9921573,0
Independence Creek,CA,39.49,-120.28,1967.8,20170225,10.94,31.1,22.46,,,,,57.9921573,0
Independence Creek,CA,39.49,-120.28,1967.8,20170226,1.94,34.52,19.58,,,,,57.9921573,0
Independence Creek,CA,39.49,-120.28,1967.8,20170227,10.04,33.26,23,,,,,57.0079048,0.50000027
Independence Creek,CA,39.49,-120.28,1967.8,20170228,7.16,37.76,21.38,,,,,57.0079048,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170301,5.9,45.68,25.34,,,,,55.9842822,0
Independence Creek,CA,39.49,-120.28,1967.8,20170302,9.68,51.08,29.3,,,,,55.0000297,0
Independence Creek,CA,39.49,-120.28,1967.8,20170303,15.8,51.08,31.46,,,,,54.0157772,0
Independence Creek,CA,39.49,-120.28,1967.8,20170304,29.48,39.74,35.6,,,,,57.9921573,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170305,18.5,30.92,22.46,,,,,70.9842903,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170306,18.86,33.08,24.8,,,,,69.0157853,0.40157502
Independence Creek,CA,39.49,-120.28,1967.8,20170307,12.74,41,27.68,,,,,65.9842876,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170308,26.06,52.88,37.04,,,,,62.99216,0
Independence Creek,CA,39.49,-120.28,1967.8,20170309,24.08,60.62,39.56,,,,,60.9842849,0
Independence Creek,CA,39.49,-120.28,1967.8,20170310,28.94,55.04,39.92,,,,,59.0157799,0
Independence Creek,CA,39.49,-120.28,1967.8,20170311,26.06,59,39.02,,,,,57.0079048,0
Independence Creek,CA,39.49,-120.28,1967.8,20170312,22.64,61.34,40.28,,,,,55.9842822,0
Independence Creek,CA,39.49,-120.28,1967.8,20170313,24.44,63.86,41.36,,,,,54.0157772,0
Independence Creek,CA,39.49,-120.28,1967.8,20170314,26.42,61.52,42.26,,,,,52.0079021,0
Independence Creek,CA,39.49,-120.28,1967.8,20170315,30.38,55.22,43.52,,,,,50.9842795,0
Independence Creek,CA,39.49,-120.28,1967.8,20170316,31.1,55.58,44.06,,,,,50.000027,0
Independence Creek,CA,39.49,-120.28,1967.8,20170317,28.22,59.9,44.06,,,,,47.0078994,0
Independence Creek,CA,39.49,-120.28,1967.8,20170318,34.52,48.56,43.16,,,,,45.0000243,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170319,30.56,55.04,42.98,,,,,45.0000243,0
Independence Creek,CA,39.49,-120.28,1967.8,20170320,34.7,51.08,42.62,,,,,42.0078967,0
Independence Creek,CA,39.49,-120.28,1967.8,20170321,30.38,41.36,36.5,,,,,42.0078967,0.90157529
Independence Creek,CA,39.49,-120.28,1967.8,20170322,27.32,40.46,33.98,,,,,42.0078967,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170323,23,45.86,34.7,,,,,42.0078967,0
Independence Creek,CA,39.49,-120.28,1967.8,20170324,31.82,37.76,34.52,,,,,42.0078967,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170325,25.16,44.96,34.16,,,,,42.0078967,0
Independence Creek,CA,39.49,-120.28,1967.8,20170326,26.24,40.64,34.34,,,,,42.9921492,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170327,27.32,40.1,32.9,,,,,42.0078967,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170328,22.64,47.66,35.24,,,,,40.9842741,0
Independence Creek,CA,39.49,-120.28,1967.8,20170329,26.24,60.98,41.72,,,,,39.0157691,0
Independence Creek,CA,39.49,-120.28,1967.8,20170330,27.5,41.54,33.44,,,,,40.0000216,0.40157502
Independence Creek,CA,39.49,-120.28,1967.8,20170331,27.32,44.24,35.42,,,,,39.0157691,0
Independence Creek,CA,39.49,-120.28,1967.8,20170401,28.04,54.5,41.36,,,,,37.007894,0
Independence Creek,CA,39.49,-120.28,1967.8,20170402,28.76,53.6,39.74,,,,,35.9842714,0
Independence Creek,CA,39.49,-120.28,1967.8,20170403,25.52,48.92,37.04,,,,,35.9842714,0
Independence Creek,CA,39.49,-120.28,1967.8,20170404,27.68,53.24,40.28,,,,,35.0000189,0
Independence Creek,CA,39.49,-120.28,1967.8,20170405,32.9,55.94,42.44,,,,,32.9921438,0
Independence Creek,CA,39.49,-120.28,1967.8,20170406,33.98,45.14,40.82,,,,,30.9842687,0.59842552
Independence Creek,CA,39.49,-120.28,1967.8,20170407,32.9,37.58,34.34,,,,,42.0078967,1.20078805
Independence Creek,CA,39.49,-120.28,1967.8,20170408,17.06,37.04,29.12,,,,,44.0157718,0.50000027
Independence Creek,CA,39.49,-120.28,1967.8,20170409,9.14,43.52,26.96,,,,,42.0078967,0
Independence Creek,CA,39.49,-120.28,1967.8,20170410,23.72,42.8,33.8,,,,,39.0157691,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170411,28.94,43.52,37.4,,,,,37.007894,0
Independence Creek,CA,39.49,-120.28,1967.8,20170412,34.16,47.12,41.18,,,,,35.0000189,0.40157502
Independence Creek,CA,39.49,-120.28,1967.8,20170413,25.7,41.18,32,,,,,42.9921492,0.79921303
Independence Creek,CA,39.49,-120.28,1967.8,20170414,13.28,41.72,29.3,,,,,37.9921465,0
Independence Creek,CA,39.49,-120.28,1967.8,20170415,19.22,51.44,36.5,,,,,35.9842714,0
Independence Creek,CA,39.49,-120.28,1967.8,20170416,32,53.06,41.72,,,,,35.0000189,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170417,35.24,49.28,41,,,,,32.9921438,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170418,28.04,48.74,38.3,,,,,30.9842687,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170419,22.1,50.18,36.32,,,,,30.0000162,0
Independence Creek,CA,39.49,-120.28,1967.8,20170420,28.94,44.6,36.32,,,,,29.0157637,0
Independence Creek,CA,39.49,-120.28,1967.8,20170421,26.6,56.84,41.18,,,,,27.0078886,0
Independence Creek,CA,39.49,-120.28,1967.8,20170422,28.4,56.66,42.98,,,,,24.015761,0
Independence Creek,CA,39.49,-120.28,1967.8,20170423,34.34,52.7,42.62,,,,,22.0078859,0
Independence Creek,CA,39.49,-120.28,1967.8,20170424,34.16,42.8,37.76,,,,,20.9842633,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170425,28.4,48.92,39.74,,,,,20.0000108,0
Independence Creek,CA,39.49,-120.28,1967.8,20170426,35.42,53.78,42.44,,,,,17.9921357,0
Independence Creek,CA,39.49,-120.28,1967.8,20170427,30.92,47.84,40.46,,,,,15.9842606,0
Independence Creek,CA,39.49,-120.28,1967.8,20170428,25.16,43.88,35.78,,,,,15.0000081,0
Independence Creek,CA,39.49,-120.28,1967.8,20170429,27.14,55.22,41.54,,,,,12.0078805,0
Independence Creek,CA,39.49,-120.28,1967.8,20170430,29.12,60.98,44.78,,,,,10.0000054,0
Independence Creek,CA,39.49,-120.28,1967.8,20170501,30.74,61.88,46.04,,,,,7.0078778,0
Independence Creek,CA,39.49,-120.28,1967.8,20170502,33.44,62.06,47.84,,,,,2.9921276,0
Independence Creek,CA,39.49,-120.28,1967.8,20170503,35.24,67.64,50.72,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170504,35.42,70.88,52.7,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170505,37.94,60.98,51.08,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170506,34.34,48.2,37.94,,,,,0,0.59842552
Independence Creek,CA,39.49,-120.28,1967.8,20170507,34.16,53.96,41.72,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170508,31.64,58.46,45.14,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170509,31.1,64.22,48.2,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170510,33.26,65.3,49.64,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170511,36.14,58.82,47.66,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170512,30.02,44.96,38.84,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170513,27.32,47.48,36.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170514,27.86,46.04,35.96,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170515,25.34,52.52,39.56,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170516,30.56,45.32,39.2,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170517,29.84,48.56,39.38,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170518,28.04,57.2,42.62,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170519,30.74,63.5,48.38,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170520,34.16,68.9,51.8,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170521,34.7,68.36,52.34,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170522,35.96,73.04,55.22,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170523,37.94,76.46,57.2,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170524,36.32,69.26,54.32,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170525,33.44,64.94,48.92,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170526,31.28,61.88,48.02,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170527,34.34,66.56,51.44,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170528,33.62,71.6,53.42,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170529,37.04,73.4,54.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170530,35.96,72.5,55.22,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170531,37.4,54.68,48.92,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170601,33.26,65.12,49.82,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170602,34.34,73.22,53.6,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170603,37.58,70.88,53.96,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170604,36.32,66.92,52.52,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170605,31.82,71.06,52.52,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170606,32.9,74.12,53.78,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170607,33.8,70.88,53.42,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170608,43.34,54.68,49.28,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170609,41.9,55.76,47.12,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170610,37.94,54.5,44.96,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170611,33.26,47.12,39.02,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170612,30.74,44.06,37.04,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170613,29.48,62.24,46.58,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170614,34.52,69.8,52.34,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170615,35.06,70.7,54.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170616,40.64,78.98,60.62,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170617,44.42,79.88,63.68,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170618,48.2,79.7,64.4,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170619,48.74,86,66.2,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170620,44.6,86.18,65.48,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170621,44.6,80.78,64.4,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170622,45.86,81.68,64.58,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170623,45.86,84.02,65.66,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170624,49.28,83.84,67.46,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170625,48.92,82.76,65.3,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170626,42.62,74.12,58.1,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170627,37.22,74.12,55.58,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170628,36.5,73.76,55.58,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170629,38.3,76.82,58.46,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170630,43.34,80.6,61.7,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170701,42.98,77.72,60.08,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170702,41.18,81.14,61.16,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170703,42.08,79.7,60.98,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170704,44.78,78.8,60.8,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170705,42.8,79.16,61.16,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170706,44.6,82.22,63.86,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170707,47.84,83.66,64.76,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170708,45.86,86.72,65.48,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170709,44.96,82.04,63.14,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170710,43.7,78.98,61.52,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170711,40.46,78.8,59.72,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170712,40.1,80.42,59.9,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170713,42.08,80.6,60.98,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170714,44.06,82.4,62.42,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170715,41.36,83.66,63.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170716,44.6,82.58,64.22,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170717,41.54,77.9,59.54,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170718,38.3,74.66,56.84,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170719,38.48,76.64,57.74,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170720,33.8,76.46,56.3,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170721,33.62,80.06,57.74,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170722,41.9,84.92,63.86,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170723,46.76,84.56,64.58,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170724,49.28,81.68,64.22,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170725,47.12,79.34,63.14,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170726,43.16,74.84,59,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170727,38.84,78.8,59.72,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170728,45.14,82.94,63.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170729,46.4,82.58,62.06,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170730,45.5,81.86,63.68,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170731,46.94,86.36,66.56,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170801,48.38,89.96,67.1,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170802,50.72,86.72,63.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170803,49.1,86,65.66,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170804,48.74,82.94,64.58,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170805,44.06,69.8,55.94,,,,,0,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170806,40.46,74.66,56.66,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170807,41.54,73.76,57.74,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170808,43.16,78.62,60.08,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170809,46.04,76.46,61.16,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170810,42.8,77.18,59.36,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170811,39.74,77.54,58.46,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170812,37.22,76.46,57.38,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170813,39.92,76.82,58.1,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170814,44.96,72.32,56.48,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170815,41,72.86,57.02,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170816,46.58,77,61.16,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170817,44.42,80.96,62.42,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170818,43.52,82.4,63.5,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170819,45.5,82.22,62.78,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170820,47.48,80.6,61.52,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170821,46.4,80.78,60.98,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170822,43.7,74.3,55.04,,,,,0,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170823,41,75.2,57.38,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170824,41.54,77,58.46,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170825,42.44,78.8,59.72,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170826,43.52,82.4,63.14,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170827,45.5,84.92,63.32,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170828,46.22,83.3,63.32,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170829,45.5,84.2,62.78,,,,,,0
Independence Creek,CA,39.49,-120.28,1967.8,20170830,45.68,81.5,60.98,,,,,,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170831,39.02,80.6,59.54,,,,,,
Independence Creek,CA,39.49,-120.28,1967.8,20170901,43.16,81.5,62.06,,,,,,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170902,44.6,85.46,64.76,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170903,48.38,86.9,64.76,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170904,48.2,84.56,64.4,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170905,47.84,84.2,61.88,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170906,47.48,77.18,58.46,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170907,42.98,69.62,54.86,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170908,40.64,71.96,52.34,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170909,36.14,70.34,52.7,,,,,0,0.20078751
Independence Creek,CA,39.49,-120.28,1967.8,20170910,40.28,75.02,57.38,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170911,47.12,77.36,60.62,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170912,46.22,71.42,55.4,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170913,43.34,73.58,54.32,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170914,40.64,63.68,51.26,,,,,0,0.09842525
Independence Creek,CA,39.49,-120.28,1967.8,20170915,35.96,61.52,47.48,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170916,32.72,64.4,46.94,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170917,30.92,66.2,47.48,,,,,0,0
Independence Creek,CA,39.49,-120.28,1967.8,20170918,34.88,59.18,48.02,,,,,,0
Independence Creek,CA,39.49,-120.28,1967.8,20170919,35.24,58.46,46.58,,,,,,0
Independence Creek,CA,39.49,-120.28,1967.8,20170920,34.16,53.96,44.06,,,,,,0.29921276
Independence Creek,CA,39.49,-120.28,1967.8,20170921,33.08,42.08,35.6,,,,,0,0.50000027
Independence Camp,CA,39.45,-120.29,2134.5,20170101,21.02,34.88,26.96,,,,,7.0078778,0.09842525
Independence Camp,CA,39.45,-120.29,2134.5,20170102,19.04,23.72,21.38,,,,,14.0157556,0.40157502
Independence Camp,CA,39.45,-120.29,2134.5,20170103,23.72,33.8,28.76,,,,,17.0078832,1.2992133
Independence Camp,CA,39.45,-120.29,2134.5,20170104,30.02,34.16,32.36,,,,,32.9921438,3.00000162
Independence Camp,CA,39.45,-120.29,2134.5,20170105,9.32,30.02,21.92,,,,,30.9842687,0.40157502
Independence Camp,CA,39.45,-120.29,2134.5,20170106,2.84,34.7,17.96,,,,,27.9921411,0.29921276
Independence Camp,CA,39.45,-120.29,2134.5,20170107,26.96,39.38,35.06,,,,,25.984266,0.90157529
Independence Camp,CA,39.45,-120.29,2134.5,20170108,34.7,43.52,39.02,,,,,20.0000108,2.79921411
Independence Camp,CA,39.45,-120.29,2134.5,20170109,26.78,36.32,30.2,,,,,25.0000135,0.70078778
Independence Camp,CA,39.45,-120.29,2134.5,20170110,30.02,33.98,31.28,,,,,40.0000216,2.00000108
Independence Camp,CA,39.45,-120.29,2134.5,20170111,20.84,31.28,27.32,,,,,42.9921492,0.40157502
Independence Camp,CA,39.45,-120.29,2134.5,20170112,21.56,30.38,24.98,,,,,45.0000243,0.09842525
Independence Camp,CA,39.45,-120.29,2134.5,20170113,20.48,34.52,25.7,,,,,42.9921492,0
Independence Camp,CA,39.45,-120.29,2134.5,20170114,19.94,35.06,24.8,,,,,42.0078967,0
Independence Camp,CA,39.45,-120.29,2134.5,20170115,9.86,37.58,21.92,,,,,40.0000216,0
